架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000098,U01,A,A-B01,0.0,O01→S013→O01,1612.9286703553717,2.0273799456795905,2,22.0,0.055,0.5494711231823133,2698.6162102183644
R001127,U02,A,A-B02,0.0,O01→S001→S012→O01,2433.6136749363163,3.0660452015870154,3,20.0,0.051000000000000004,0.3186566218695521,3819.3600665058984
R000234,U05,B,B-B01,0.0,O01→S010→O01,1555.285086506462,1.822944274911587,3,25.0,0.067,0.5442639312721033,3011.894272301483
R000326,U07,C,C-B01,0.0,O01→S001→O01,1429.8837411952854,2.7314244897906628,5,70.0,0.135,0.6585719387761672,3002.977873846923
R000637,U08,C,C-B02,0.0,O01→S006→O01,1561.3384316100783,2.5967362481221263,6,59.0,0.156,0.6754079689847342,3097.954498809821
R002594,U03,A,A-B03,0.0,O01→S013→S012→O01,2399.8608598529595,2.982646637710893,3,14.0,0.052000000000000005,0.337189636064246,3761.5143329694397
R004168,U06,B,B-B02,0.0,O01→S007→S003→O01,2240.76827715357,2.5308484199305328,3,19.0,0.068,0.3672878950173668,4004.135925790134
R000606,U07,C,C-B03,1429.8837411952854,O01→S005→O01,3310.720313299884,4.243375238123245,6,59.0,0.156,0.4695780952345944,5293.301106958263
R000203,U05,B,B-B03,1555.285086506462,O01→S007→O01,3132.152485785579,1.880687172554274,2,28.0,0.054,0.5298282068614315,4613.783593892431
R000490,U08,C,C-B04,1561.3384316100783,O01→S002→O01,3673.4557525446717,6.188207991148028,6,65.0,0.155,0.22647400110649651,6182.762083480596
R071593,U01,A,A-B04,1612.9286703553717,O01→S001→O01,2805.9715022653313,1.2243670880422255,1,14.0,0.027,0.7279184248795054,3659.6775499219743
R071594,U04,A,A-B05,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000262,U06,B,B-B04,2240.76827715357,O01→S014→O01,4110.173925272778,2.139455036916048,3,25.0,0.067,0.46513624077098803,5703.937774603066
R071595,U02,A,A-B01,2698.6162102183644,O01→S001→O01,3891.659042128324,1.2243670880422255,1,14.0,0.027,0.7279184248795054,4745.365089784967
R000199,U05,B,B-B01,3132.152485785579,O01→S007→O01,4709.019885064696,1.55454865891701,2,14.0,0.063,0.6113628352707474,6049.324303928734
R000683,U07,C,C-B01,3310.720313299884,O01→S008→O01,5515.689973386657,5.863901265235219,5,45.0,0.129,0.26701234184559763,7937.1632327211955
R000543,U08,C,C-B02,3673.4557525446717,O01→S003→O01,6110.3498174250735,6.2104506441401695,6,65.0,0.155,0.22369366948247882,8625.680200213035
R003841,U06,B,B-B02,4110.173925272778,O01→S009→S002→O01,6142.938618045735,2.5092211579755985,3,19.0,0.068,0.37269471050610037,7896.934453168495
R000269,U05,B,B-B03,4709.019885064696,O01→S015→O01,6539.491917096932,2.3132950875600145,3,25.0,0.067,0.4216762281099964,8208.586455039605
R000575,U07,C,C-B03,5515.689973386657,O01→S004→O01,7822.030962259409,6.183632102881447,6,59.0,0.156,0.22704598713981916,10330.097990123133
R000280,U08,C,C-B04,6182.762083480596,O01→S001→O01,7612.645824675881,2.1522600937964227,5,36.0,0.15400000000000003,0.7309674882754471,9028.882933412413
R000223,U06,B,B-B01,6142.938618045735,O01→S009→O01,7644.572117671145,2.0083283642048966,2,22.0,0.055,0.49791790894877586,9181.5144088266
R000241,U05,B,B-B04,6539.491917096932,O01→S011→O01,7729.542984167345,1.078291014653385,3,25.0,0.067,0.7304272463366537,8863.469090517145
