货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S013-FOD-01,R000098,S013,应急食品,否,1083.9976685110191,,7200,0.0,10
S013-WAT-01,R000098,S013,饮用水,是,1083.9976685110191,3600.0,3600,0.0,12
S010-MED-01,R002453,S010,医疗物资,是,1134.9089808650415,3600.0,3600,0.0,24
S010-WAT-01,R002453,S010,饮用水,是,1134.9089808650415,3600.0,3600,0.0,12
S013-MED-01,R002453,S013,医疗物资,是,1542.0890445759017,3600.0,3600,0.0,24
S001-WAT-06,R071593,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S001-WAT-07,R071594,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S007-WAT-01,R000203,S007,饮用水,是,1066.0736996395583,3600.0,3600,0.0,12
S007-WAT-02,R000203,S007,饮用水,否,1066.0736996395583,,3600,0.0,12
S012-FOD-01,R000248,S012,应急食品,否,1272.3825504313913,,7200,0.0,10
S012-MED-01,R000248,S012,医疗物资,是,1272.3825504313913,3600.0,7200,0.0,22
S012-WAT-01,R000248,S012,饮用水,是,1272.3825504313913,3600.0,3600,0.0,12
S001-MED-01,R000438,S001,医疗物资,是,1249.1268705976427,3600.0,3600,0.0,24
S001-MED-02,R000438,S001,医疗物资,否,1249.1268705976427,3600.0,3600,0.0,24
S001-WAT-01,R000438,S001,饮用水,是,1249.1268705976427,3600.0,3600,0.0,12
S001-WAT-02,R000438,S001,饮用水,否,1249.1268705976427,,3600,0.0,12
S001-WAT-03,R000438,S001,饮用水,否,1249.1268705976427,,3600,0.0,12
S001-WAT-04,R000438,S001,饮用水,否,1249.1268705976427,,3600,0.0,12
S001-WAT-05,R000438,S001,饮用水,否,1249.1268705976427,,3600,0.0,12
S006-FOD-01,R000637,S006,应急食品,否,1209.314215805039,,7200,0.0,10
S006-HYG-01,R000637,S006,生活卫生用品,否,1209.314215805039,,10800,0.0,8
S006-MED-01,R000637,S006,医疗物资,是,1209.314215805039,3600.0,3600,0.0,24
S006-WAT-01,R000637,S006,饮用水,是,1209.314215805039,3600.0,3600,0.0,12
S006-WAT-02,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S006-WAT-03,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S002-HYG-01,R000490,S002,生活卫生用品,否,3050.807092077375,,10800,0.0,8
S002-MED-01,R000490,S002,医疗物资,是,3050.807092077375,3600.0,3600,0.0,24
S002-WAT-01,R000490,S002,饮用水,是,3050.807092077375,3600.0,3600,0.0,12
S002-WAT-02,R000490,S002,饮用水,否,3050.807092077375,,3600,0.0,12
S002-WAT-03,R000490,S002,饮用水,否,3050.807092077375,,3600,0.0,12
S002-WAT-04,R000490,S002,饮用水,否,3050.807092077375,,3600,0.0,12
S008-FOD-01,R000683,S008,应急食品,否,3062.2085712386715,,10800,0.0,8
S008-HYG-01,R000683,S008,生活卫生用品,否,3062.2085712386715,,14400,0.0,6
S008-MED-01,R000683,S008,医疗物资,是,3062.2085712386715,7200.0,7200,0.0,20
S008-WAT-01,R000683,S008,饮用水,是,3062.2085712386715,7200.0,7200,0.0,10
S008-WAT-02,R000683,S008,饮用水,否,3062.2085712386715,,7200,0.0,10
S014-FOD-01,R000262,S014,应急食品,否,2819.1268900053874,,7200,0.0,10
S014-MED-01,R000262,S014,医疗物资,是,2819.1268900053874,3600.0,7200,0.0,22
S014-WAT-01,R000262,S014,饮用水,是,2819.1268900053874,3600.0,3600,0.0,12
S003-FOD-01,R004168,S003,应急食品,否,3432.9837019400843,,10800,0.0,8
S003-FOD-02,R004168,S003,应急食品,否,3432.9837019400843,,10800,0.0,8
S007-MED-01,R004168,S007,医疗物资,是,2990.978800502341,3600.0,3600,0.0,24
S001-WAT-08,R071595,S001,饮用水,否,2896.3936288549157,,3600,0.0,12
S002-FOD-01,R003841,S002,应急食品,否,4880.478122062383,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,4880.478122062383,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,4478.679797211029,10800.0,10800,0.0,16
