架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000098,U01,A,A-B01,0.0,O01→S013→O01,1612.9286703553717,2.0273799456795905,2,22.0,0.055,0.5494711231823133,2698.6162102183644
R002159,U02,A,A-B02,0.0,O01→S011→S007→O01,2038.6821894956831,2.056976856815418,3,12.0,0.059,0.542894031818796,3132.919948131248
R002170,U03,A,A-B03,0.0,O01→S013→S007→O01,2551.9081133012705,3.3989048761150147,2,11.0,0.04,0.24468780530777456,4033.8139664011637
R071593,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000203,U05,B,B-B01,0.0,O01→S007→O01,1576.8673992791169,1.880687172554274,2,28.0,0.054,0.5298282068614315,3058.498507385969
R000234,U06,B,B-B02,0.0,O01→S010→O01,1555.285086506462,1.822944274911587,3,25.0,0.067,0.5442639312721033,3011.894272301483
R000280,U07,C,C-B01,0.0,O01→S001→O01,1429.8837411952854,2.1522600937964227,5,36.0,0.15400000000000003,0.7309674882754471,2846.1208499318163
R000438,U08,C,C-B02,0.0,O01→S001→O01,1561.8837411952854,2.929430740506568,7,76.0,0.159,0.633821157436679,3188.6045667491476
R000490,U07,C,C-B03,1429.8837411952854,O01→S002→O01,3542.001062129879,6.188207991148028,6,65.0,0.155,0.22647400110649651,6051.307393065803
R000248,U06,B,B-B03,1555.285086506462,O01→S012→O01,3480.1901873692445,2.7581750126566105,3,25.0,0.067,0.3104562468358474,5342.066026187109
R000262,U05,B,B-B04,1576.8673992791169,O01→S014→O01,3446.2730473983247,2.139455036916048,3,25.0,0.067,0.46513624077098803,5040.036896728612
R000637,U08,C,C-B04,1561.8837411952854,O01→S006→O01,3123.2221728053637,2.5967362481221263,6,59.0,0.156,0.6754079689847342,4659.838240005107
R000074,U01,A,A-B05,1612.9286703553717,O01→S009→O01,3305.5316103575115,2.340786267550605,2,22.0,0.055,0.4798252738776434,4481.7587543165755
R071594,U02,A,A-B04,2046.7488795666027,O01→S001→O01,3239.7917114765623,1.2243670880422255,1,14.0,0.027,0.7279184248795054,4093.4977591332054
R071595,U03,A,A-B06,2551.9081133012705,O01→S001→O01,3744.95094521123,1.2243670880422255,1,14.0,0.027,0.7279184248795054,4598.656992867873
R000575,U08,C,C-B01,3123.2221728053637,O01→S004→O01,5429.563161678116,6.183632102881447,6,59.0,0.156,0.22704598713981916,7937.630189541841
R000086,U04,A,A-B01,2698.6162102183644,O01→S011→O01,3922.6774004203116,1.1961365366604175,2,22.0,0.055,0.7341918807421295,4768.227955455543
R003841,U05,B,B-B01,3446.2730473983247,O01→S009→S002→O01,5479.037740171281,2.5092211579755985,3,19.0,0.068,0.37269471050610037,7233.033575294041
R000215,U06,B,B-B02,3480.1901873692445,O01→S008→O01,5387.290070030887,3.1614530213285272,2,28.0,0.054,0.2096367446678682,7423.919712606583
R000543,U07,C,C-B02,3542.001062129879,O01→S003→O01,5978.895127010281,6.2104506441401695,6,65.0,0.155,0.22369366948247882,8494.225509798243
R000025,U01,A,A-B02,3305.5316103575115,O01→S003→O01,5569.164283214199,2.966638085693427,2,16.0,0.056,0.34074709206812726,6926.193063525633
R001706,U02,A,A-B03,4033.8139664011637,O01→S005→S008→O01,6473.459988287639,3.2380278246304393,2,16.0,0.056,0.28043826119323567,7908.890248736433
R000217,U06,B,B-B03,5387.290070030887,O01→S008→O01,7294.38995269253,2.501216979403006,2,9.0,0.047,0.37469575514924847,9044.917310433832
R000604,U08,C,C-B04,5429.563161678116,O01→S005→O01,7244.399733782714,4.008758049750108,5,51.0,0.128,0.49890524378123646,9163.438372256702
R000269,U05,B,B-B04,5479.037740171281,O01→S015→O01,7309.509772203518,2.3132950875600145,3,25.0,0.067,0.4216762281099964,8978.604310146191
