架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000025,U01,A,A-B01,0.0,O01→S003→O01,2263.6326728566873,2.966638085693427,2,16.0,0.056,0.34074709206812726,3620.6614531681216
R000074,U02,A,A-B02,0.0,O01→S009→O01,1692.6029400021396,2.340786267550605,2,22.0,0.055,0.4798252738776434,2868.830083961203
R000086,U03,A,A-B03,0.0,O01→S011→O01,1224.0611902019475,1.1961365366604175,2,22.0,0.055,0.7341918807421295,2069.611745237179
R071594,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000248,U05,B,B-B01,0.0,O01→S012→O01,1924.9051008627825,2.7581750126566105,3,25.0,0.067,0.3104562468358474,3786.780939680647
R000255,U06,B,B-B02,0.0,O01→S013→O01,1511.124271245235,1.8264941955170582,3,25.0,0.067,0.5433764511207355,2969.2717559692933
R000637,U07,C,C-B01,0.0,O01→S006→O01,1561.3384316100783,2.5967362481221263,6,59.0,0.156,0.6754079689847342,3097.954498809821
R000660,U08,C,C-B02,0.0,O01→S007→O01,1908.158457628726,3.4140282492727447,5,45.0,0.129,0.5732464688409069,3666.124441806761
R071595,U04,A,A-B05,1193.0428319099597,O01→S001→O01,2386.0856638199193,1.2243670880422255,1,14.0,0.027,0.7279184248795054,3239.7917114765623
R000234,U06,B,B-B03,1511.124271245235,O01→S010→O01,3066.409357751697,1.822944274911587,3,25.0,0.067,0.5442639312721033,4523.018543546717
R000490,U07,C,C-B03,1561.3384316100783,O01→S002→O01,3673.4557525446717,6.188207991148028,6,65.0,0.155,0.22647400110649651,6182.762083480596
R001706,U03,A,A-B06,1224.0611902019475,O01→S005→S008→O01,3663.7072120884222,3.2380278246304393,2,16.0,0.056,0.28043826119323567,5099.137472537216
R000438,U08,C,C-B04,1908.158457628726,O01→S001→O01,3470.0421988240114,2.929430740506568,7,76.0,0.159,0.633821157436679,5096.763024377873
R000262,U05,B,B-B04,1924.9051008627825,O01→S014→O01,3794.3107489819904,2.139455036916048,3,25.0,0.067,0.46513624077098803,5388.074598312278
R005826,U06,B,B-B02,3066.409357751697,O01→S011→S008→O01,5277.637712447175,2.564718430814736,3,12.0,0.059,0.358820392296316,7055.682365800227
R000604,U08,C,C-B01,3470.0421988240114,O01→S005→O01,5284.87877092861,4.008758049750108,5,51.0,0.128,0.49890524378123646,7203.9174094025975
R000543,U07,C,C-B02,3673.4557525446717,O01→S003→O01,6110.3498174250735,6.2104506441401695,6,65.0,0.155,0.22369366948247882,8625.680200213035
R000269,U05,B,B-B01,3794.3107489819904,O01→S015→O01,5624.782781014227,2.3132950875600145,3,25.0,0.067,0.4216762281099964,7293.8773189569
R003841,U06,B,B-B03,5277.637712447175,O01→S009→S002→O01,7310.402405220131,2.5092211579755985,3,19.0,0.068,0.37269471050610037,9064.39824034289
R000575,U08,C,C-B04,5284.87877092861,O01→S004→O01,7591.219759801361,6.183632102881447,6,59.0,0.156,0.22704598713981916,10099.286787665085
R000215,U05,B,B-B04,5624.782781014227,O01→S008→O01,7531.8826636758695,3.1614530213285272,2,28.0,0.054,0.2096367446678682,9568.512306251565
R071593,U01,A,A-B01,3620.6614531681216,O01→S001→O01,4813.704285078082,1.2243670880422255,1,14.0,0.027,0.7279184248795054,5667.410332734725
R000280,U07,C,C-B03,6182.762083480596,O01→S001→O01,7612.645824675881,2.1522600937964227,5,36.0,0.15400000000000003,0.7309674882754471,9028.882933412413
