货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S010-MED-01,R000083,S010,医疗物资,是,1104.9089808650415,3600.0,3600,0.0,24
S010-WAT-01,R000083,S010,饮用水,是,1104.9089808650415,3600.0,3600,0.0,12
S013-MED-01,R000101,S013,医疗物资,是,1083.9976685110191,3600.0,3600,0.0,24
S013-WAT-01,R000101,S013,饮用水,是,1083.9976685110191,3600.0,3600,0.0,12
S010-FOD-01,R002432,S010,应急食品,否,1461.184398888546,,7200,0.0,10
S013-FOD-01,R002432,S013,应急食品,否,1053.9976685110191,,7200,0.0,10
S001-WAT-08,R071595,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S014-FOD-01,R000262,S014,应急食品,否,1242.2594907262705,,7200,0.0,10
S014-MED-01,R000262,S014,医疗物资,是,1242.2594907262705,3600.0,7200,0.0,22
S014-WAT-01,R000262,S014,饮用水,是,1242.2594907262705,3600.0,3600,0.0,12
S005-FOD-01,R000606,S005,应急食品,否,1375.0532860522992,,14400,0.0,6
S005-HYG-01,R000606,S005,生活卫生用品,否,1375.0532860522992,,18000,0.0,4
S005-MED-01,R000606,S005,医疗物资,是,1375.0532860522992,10800.0,10800,0.0,16
S005-WAT-01,R000606,S005,饮用水,是,1375.0532860522992,10800.0,10800,0.0,8
S005-WAT-02,R000606,S005,饮用水,否,1375.0532860522992,,10800,0.0,8
S005-WAT-03,R000606,S005,饮用水,否,1375.0532860522992,,10800,0.0,8
S006-FOD-01,R000637,S006,应急食品,否,1209.314215805039,,7200,0.0,10
S006-HYG-01,R000637,S006,生活卫生用品,否,1209.314215805039,,10800,0.0,8
S006-MED-01,R000637,S006,医疗物资,是,1209.314215805039,3600.0,3600,0.0,24
S006-WAT-01,R000637,S006,饮用水,是,1209.314215805039,3600.0,3600,0.0,12
S006-WAT-02,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S006-WAT-03,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S003-FOD-01,R004168,S003,应急食品,否,1508.0786010773018,,10800,0.0,8
S003-FOD-02,R004168,S003,应急食品,否,1508.0786010773018,,10800,0.0,8
S007-MED-01,R004168,S007,医疗物资,是,1066.0736996395583,3600.0,3600,0.0,24
S001-WAT-07,R071594,S001,饮用水,否,2042.6875811982727,,3600,0.0,12
S001-MED-01,R000438,S001,医疗物资,是,2810.465302207721,3600.0,3600,0.0,24
S001-MED-02,R000438,S001,医疗物资,否,2810.465302207721,3600.0,3600,0.0,24
S001-WAT-01,R000438,S001,饮用水,是,2810.465302207721,3600.0,3600,0.0,12
S001-WAT-02,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-03,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-04,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-05,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-06,R071593,S001,饮用水,否,2462.5734196436847,,3600,0.0,12
S002-HYG-01,R000490,S002,生活卫生用品,否,3370.305232571895,,10800,0.0,8
S002-MED-01,R000490,S002,医疗物资,是,3370.305232571895,3600.0,3600,0.0,24
S002-WAT-01,R000490,S002,饮用水,是,3370.305232571895,3600.0,3600,0.0,12
S002-WAT-02,R000490,S002,饮用水,否,3370.305232571895,,3600,0.0,12
S002-WAT-03,R000490,S002,饮用水,否,3370.305232571895,,3600,0.0,12
S002-WAT-04,R000490,S002,饮用水,否,3370.305232571895,,3600,0.0,12
S007-WAT-01,R000203,S007,饮用水,是,2935.4793477587664,3600.0,3600,0.0,12
S007-WAT-02,R000203,S007,饮用水,否,2935.4793477587664,,3600,0.0,12
S012-FOD-01,R000248,S012,应急食品,否,3513.1508275849615,,7200,0.0,10
S012-MED-01,R000248,S012,医疗物资,是,3513.1508275849615,3600.0,7200,0.0,22
S012-WAT-01,R000248,S012,饮用水,是,3513.1508275849615,3600.0,3600,0.0,12
S008-FOD-01,R000683,S008,应急食品,否,4623.54700284875,,10800,0.0,8
S008-HYG-01,R000683,S008,生活卫生用品,否,4623.54700284875,,14400,0.0,6
S008-MED-01,R000683,S008,医疗物资,是,4623.54700284875,7200.0,7200,0.0,20
S008-WAT-01,R000683,S008,饮用水,是,4623.54700284875,7200.0,7200,0.0,10
S008-WAT-02,R000683,S008,饮用水,否,4623.54700284875,,7200,0.0,10
S009-FOD-01,R000227,S009,应急食品,否,4555.5762472622,,14400,0.0,6
S009-MED-01,R000227,S009,医疗物资,是,4555.5762472622,10800.0,10800,0.0,16
S009-WAT-01,R000227,S009,饮用水,是,4555.5762472622,10800.0,10800,0.0,8
S004-FOD-01,R000575,S004,应急食品,否,5579.094387475568,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,5579.094387475568,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,5579.094387475568,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,5579.094387475568,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,5579.094387475568,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,5579.094387475568,,7200,0.0,10
S015-FOD-01,R000269,S015,应急食品,否,5384.349394032471,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,5384.349394032471,7200.0,7200,0.0,18
