架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000074,U01,A,A-B01,0.0,O01→S009→O01,1692.6029400021396,2.340786267550605,2,22.0,0.055,0.4798252738776434,2868.830083961203
R000083,U02,A,A-B02,0.0,O01→S010→O01,1654.7446283967497,1.954588453417676,2,17.0,0.039,0.5656470103516276,2719.403514939634
R000101,U03,A,A-B03,0.0,O01→S013→O01,1612.9286703553717,1.9598244003146403,2,17.0,0.039,0.5644834665967466,2679.1001637796007
R071595,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000203,U05,B,B-B01,0.0,O01→S007→O01,1576.8673992791169,1.880687172554274,2,28.0,0.054,0.5298282068614315,3058.498507385969
R000248,U06,B,B-B02,0.0,O01→S012→O01,1924.9051008627825,2.7581750126566105,3,25.0,0.067,0.3104562468358474,3786.780939680647
R000606,U07,C,C-B01,0.0,O01→S005→O01,1880.8365721045984,4.243375238123245,6,59.0,0.156,0.4695780952345944,3863.417365762977
R000637,U08,C,C-B02,0.0,O01→S006→O01,1561.3384316100783,2.5967362481221263,6,59.0,0.156,0.6754079689847342,3097.954498809821
R071594,U04,A,A-B05,1193.0428319099597,O01→S001→O01,2386.0856638199193,1.2243670880422255,1,14.0,0.027,0.7279184248795054,3239.7917114765623
R000438,U08,C,C-B03,1561.3384316100783,O01→S001→O01,3123.2221728053637,2.929430740506568,7,76.0,0.159,0.633821157436679,4749.942998359225
R000262,U05,B,B-B03,1576.8673992791169,O01→S014→O01,3446.2730473983247,2.139455036916048,3,25.0,0.067,0.46513624077098803,5040.036896728612
R071593,U03,A,A-B06,1612.9286703553717,O01→S001→O01,2805.9715022653313,1.2243670880422255,1,14.0,0.027,0.7279184248795054,3659.6775499219743
R000490,U07,C,C-B04,1880.8365721045984,O01→S002→O01,3992.953893039192,6.188207991148028,6,65.0,0.155,0.22647400110649651,6502.260223975116
R004168,U06,B,B-B04,1924.9051008627825,O01→S007→S003→O01,4165.673378016352,2.5308484199305328,3,19.0,0.068,0.3672878950173668,5929.041026652916
R000683,U08,C,C-B02,3123.2221728053637,O01→S008→O01,5328.1918328921365,5.863901265235219,5,45.0,0.129,0.26701234184559763,7749.6650922266745
R006179,U05,B,B-B01,3446.2730473983247,O01→S013→S010→O01,5273.579432028017,1.8720417380209105,2,16.0,0.056,0.5319895654947724,6751.464185170412
R000575,U07,C,C-B01,3992.953893039192,O01→S004→O01,6299.294881911943,6.183632102881447,6,59.0,0.156,0.22704598713981916,8807.361909775667
R000269,U06,B,B-B02,4165.673378016352,O01→S015→O01,5996.145410048589,2.3132950875600145,3,25.0,0.067,0.4216762281099964,7665.239947991262
R000199,U05,B,B-B03,5273.579432028017,O01→S007→O01,6850.446831307134,1.55454865891701,2,14.0,0.063,0.6113628352707474,8190.751250171172
R000543,U08,C,C-B03,5328.1918328921365,O01→S003→O01,7765.085897772538,6.2104506441401695,6,65.0,0.155,0.22369366948247882,10280.416280560501
R003841,U06,B,B-B04,5996.145410048589,O01→S009→S002→O01,8028.910102821545,2.5092211579755985,3,19.0,0.068,0.37269471050610037,9782.905937944304
R000280,U07,C,C-B04,6502.260223975116,O01→S001→O01,7932.143965170401,2.1522600937964227,5,36.0,0.15400000000000003,0.7309674882754471,9348.381073906932
R000241,U05,B,B-B01,6850.446831307134,O01→S011→O01,8040.497898377545,1.078291014653385,3,25.0,0.067,0.7304272463366537,9174.424004727345
