架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000010,U01,A,A-B01,0.0,O01→S001→O01,1253.0428319099597,1.1827596737740342,2,6.0,0.024,0.7371645169391035,2094.7289598891252
R071593,U02,A,A-B02,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R071594,U03,A,A-B03,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R071595,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000262,U05,B,B-B01,0.0,O01→S014→O01,1869.4056481192079,2.139455036916048,3,25.0,0.067,0.46513624077098803,3463.1694974494953
R000634,U07,C,C-B01,0.0,O01→S006→O01,1429.3384316100783,2.3650100242862546,4,45.0,0.093,0.7043737469642182,2903.1953131876057
R000660,U08,C,C-B02,0.0,O01→S007→O01,1908.158457628726,3.4140282492727447,5,45.0,0.129,0.5732464688409069,3666.124441806761
R000255,U06,B,B-B02,0.0,O01→S013→O01,1511.124271245235,1.8264941955170582,3,25.0,0.067,0.5433764511207355,2969.2717559692933
R000326,U07,C,C-B03,1429.3384316100783,O01→S001→O01,2859.2221728053637,2.7314244897906628,5,70.0,0.135,0.6585719387761672,4432.316305457001
R000248,U06,B,B-B03,1511.124271245235,O01→S012→O01,3436.0293721080175,2.7581750126566105,3,25.0,0.067,0.3104562468358474,5297.905210925882
R000234,U05,B,B-B04,1869.4056481192079,O01→S010→O01,3424.69073462567,1.822944274911587,3,25.0,0.067,0.5442639312721033,4881.299920420691
R000490,U08,C,C-B04,1908.158457628726,O01→S002→O01,4020.2757785633194,6.188207991148028,6,65.0,0.155,0.22647400110649651,6529.582109499243
R000683,U07,C,C-B01,2903.1953131876057,O01→S008→O01,5108.164973274379,5.863901265235219,5,45.0,0.129,0.26701234184559763,7529.638232608917
R000223,U05,B,B-B02,3424.69073462567,O01→S009→O01,4926.324234251079,2.0083283642048966,2,22.0,0.055,0.49791790894877586,6463.266525406534
R000269,U06,B,B-B01,3463.1694974494953,O01→S015→O01,5293.6415294817325,2.3132950875600145,3,25.0,0.067,0.4216762281099964,6962.7360674244055
R000575,U08,C,C-B02,4020.2757785633194,O01→S004→O01,6326.616767436071,6.183632102881447,6,59.0,0.156,0.22704598713981916,8834.683795299796
R000158,U05,B,B-B04,4926.324234251079,O01→S003→O01,7007.650253070284,2.555978122448744,3,19.0,0.068,0.36100546938781397,8781.90743946474
R000516,U07,C,C-B03,5108.164973274379,O01→S003→O01,7479.059038154781,6.047997322097612,5,62.0,0.143,0.24400033473779847,9950.391646222884
R003841,U06,B,B-B03,5297.905210925882,O01→S009→S002→O01,7330.6699036988375,2.5092211579755985,3,19.0,0.068,0.37269471050610037,9084.665738821597
R000606,U08,C,C-B04,6529.582109499243,O01→S005→O01,8410.418681603842,4.243375238123245,6,59.0,0.156,0.4695780952345944,10392.99947526222
R000241,U05,B,B-B02,7007.650253070284,O01→S011→O01,8197.701320140695,1.078291014653385,3,25.0,0.067,0.7304272463366537,9331.627426490495
R000280,U07,C,C-B01,7529.638232608917,O01→S001→O01,8959.521973804203,2.1522600937964227,5,36.0,0.15400000000000003,0.7309674882754471,10375.759082540735
R000187,U06,B,B-B01,7330.6699036988375,O01→S006→O01,8537.725722190426,1.065775462526074,2,14.0,0.063,0.7335561343684815,9666.228422618391
