货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S009-FOD-01,R000074,S009,应急食品,否,1127.8914700010698,,14400,0.0,6
S009-WAT-01,R000074,S009,饮用水,是,1127.8914700010698,10800.0,10800,0.0,8
S005-FOD-01,R001706,S005,应急食品,否,1101.1306761688895,,14400,0.0,6
S008-FOD-01,R001706,S008,应急食品,否,1631.0136394734366,,10800,0.0,8
S001-WAT-06,R071593,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S001-WAT-07,R071594,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S010-FOD-01,R000234,S010,应急食品,否,1085.1792099198976,,7200,0.0,10
S010-MED-01,R000234,S010,医疗物资,是,1085.1792099198976,3600.0,3600,0.0,24
S010-WAT-01,R000234,S010,饮用水,是,1085.1792099198976,3600.0,3600,0.0,12
S013-FOD-01,R000255,S013,应急食品,否,1063.0954689559508,,7200,0.0,10
S013-MED-01,R000255,S013,医疗物资,是,1063.0954689559508,3600.0,3600,0.0,24
S013-WAT-01,R000255,S013,饮用水,是,1063.0954689559508,3600.0,3600,0.0,12
S006-FOD-01,R000637,S006,应急食品,否,1209.314215805039,,7200,0.0,10
S006-HYG-01,R000637,S006,生活卫生用品,否,1209.314215805039,,10800,0.0,8
S006-MED-01,R000637,S006,医疗物资,是,1209.314215805039,3600.0,3600,0.0,24
S006-WAT-01,R000637,S006,饮用水,是,1209.314215805039,3600.0,3600,0.0,12
S006-WAT-02,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S006-WAT-03,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S007-FOD-01,R000660,S007,应急食品,否,1348.039228814363,,7200,0.0,10
S007-HYG-01,R000660,S007,生活卫生用品,否,1348.039228814363,,10800,0.0,8
S007-MED-01,R000660,S007,医疗物资,是,1348.039228814363,3600.0,3600,0.0,24
S007-WAT-01,R000660,S007,饮用水,是,1348.039228814363,3600.0,3600,0.0,12
S007-WAT-02,R000660,S007,饮用水,否,1348.039228814363,,3600,0.0,12
S001-WAT-08,R071595,S001,饮用水,否,2042.6875811982727,,3600,0.0,12
S012-FOD-01,R000248,S012,应急食品,否,2783.5068216766263,,7200,0.0,10
S012-MED-01,R000248,S012,医疗物资,是,2783.5068216766263,3600.0,7200,0.0,22
S012-WAT-01,R000248,S012,饮用水,是,2783.5068216766263,3600.0,3600,0.0,12
S014-FOD-01,R000262,S014,应急食品,否,2797.5445772327325,,7200,0.0,10
S014-MED-01,R000262,S014,医疗物资,是,2797.5445772327325,3600.0,7200,0.0,22
S014-WAT-01,R000262,S014,饮用水,是,2797.5445772327325,3600.0,3600,0.0,12
S001-MED-01,R000438,S001,医疗物资,是,2810.465302207721,3600.0,3600,0.0,24
S001-MED-02,R000438,S001,医疗物资,否,2810.465302207721,3600.0,3600,0.0,24
S001-WAT-01,R000438,S001,饮用水,是,2810.465302207721,3600.0,3600,0.0,12
S001-WAT-02,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-03,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-04,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S001-WAT-05,R000438,S001,饮用水,否,2810.465302207721,,3600,0.0,12
S002-HYG-01,R000490,S002,生活卫生用品,否,3397.6271180960225,,10800,0.0,8
S002-MED-01,R000490,S002,医疗物资,是,3397.6271180960225,3600.0,3600,0.0,24
S002-WAT-01,R000490,S002,饮用水,是,3397.6271180960225,3600.0,3600,0.0,12
S002-WAT-02,R000490,S002,饮用水,否,3397.6271180960225,,3600,0.0,12
S002-WAT-03,R000490,S002,饮用水,否,3397.6271180960225,,3600,0.0,12
S002-WAT-04,R000490,S002,饮用水,否,3397.6271180960225,,3600,0.0,12
S004-FOD-01,R000575,S004,应急食品,否,4709.3626672417395,,10800,0.0,8
S004-HYG-01,R000575,S004,生活卫生用品,否,4709.3626672417395,,14400,0.0,6
S004-MED-01,R000575,S004,医疗物资,是,4709.3626672417395,7200.0,7200,0.0,20
S004-WAT-01,R000575,S004,饮用水,是,4709.3626672417395,7200.0,7200,0.0,10
S004-WAT-02,R000575,S004,饮用水,否,4709.3626672417395,,7200,0.0,10
S004-WAT-03,R000575,S004,饮用水,否,4709.3626672417395,,7200,0.0,10
S015-FOD-01,R000269,S015,应急食品,否,4643.366750641788,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,4643.366750641788,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,4643.366750641788,10800.0,10800,0.0,8
S008-WAT-01,R000215,S008,饮用水,是,4669.805980105505,7200.0,7200,0.0,10
S008-WAT-02,R000215,S008,饮用水,否,4669.805980105505,,7200,0.0,10
S003-HYG-01,R000543,S003,生活卫生用品,否,5666.18281100352,,14400,0.0,6
S003-MED-01,R000543,S003,医疗物资,是,5666.18281100352,7200.0,7200,0.0,20
S003-WAT-01,R000543,S003,饮用水,是,5666.18281100352,7200.0,7200,0.0,10
S003-WAT-02,R000543,S003,饮用水,否,5666.18281100352,,7200,0.0,10
S003-WAT-03,R000543,S003,饮用水,否,5666.18281100352,,7200,0.0,10
S003-WAT-04,R000543,S003,饮用水,否,5666.18281100352,,7200,0.0,10
S008-HYG-01,R000217,S008,生活卫生用品,否,6488.939374655394,,14400,0.0,6
S008-MED-01,R000217,S008,医疗物资,是,6488.939374655394,7200.0,7200,0.0,20
S001-FOD-01,R012646,S001,应急食品,否,6606.690032275758,,7200,0.0,10
S001-FOD-02,R012646,S001,应急食品,否,6606.690032275758,,7200,0.0,10
S001-FOD-03,R012646,S001,应急食品,否,6606.690032275758,,7200,0.0,10
S001-HYG-01,R012646,S001,生活卫生用品,否,6606.690032275758,,10800,0.0,8
S001-HYG-02,R012646,S001,生活卫生用品,否,6606.690032275758,,10800,0.0,8
S003-FOD-01,R012646,S003,应急食品,否,7626.538325801503,,10800,0.0,8
S003-FOD-02,R012646,S003,应急食品,否,7626.538325801503,,10800,0.0,8
S002-FOD-01,R003841,S002,应急食品,否,6777.334329433717,,7200,0.0,10
S002-FOD-02,R003841,S002,应急食品,否,6777.334329433717,,7200,0.0,10
S009-MED-01,R003841,S009,医疗物资,是,6375.536004582364,10800.0,10800,0.0,16
S005-HYG-01,R000604,S005,生活卫生用品,否,7838.635395551542,,18000,0.0,4
S005-MED-01,R000604,S005,医疗物资,是,7838.635395551542,10800.0,10800,0.0,16
S005-WAT-01,R000604,S005,饮用水,是,7838.635395551542,10800.0,10800,0.0,8
S005-WAT-02,R000604,S005,饮用水,否,7838.635395551542,,10800,0.0,8
S005-WAT-03,R000604,S005,饮用水,否,7838.635395551542,,10800,0.0,8
S011-FOD-01,R000241,S011,应急食品,否,8069.474849521421,,14400,0.0,6
S011-MED-01,R000241,S011,医疗物资,是,8069.474849521421,10800.0,10800,0.0,16
S011-WAT-01,R000241,S011,饮用水,是,8069.474849521421,10800.0,10800,0.0,8
