架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000070,U01,A,A-B01,0.0,O01→S008→O01,2177.7180981594097,3.11546419569666,2,11.0,0.04,0.30767462317852,3577.7410880273337
R071593,U02,A,A-B02,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R071594,U03,A,A-B03,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R071595,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000234,U05,B,B-B01,0.0,O01→S010→O01,1555.285086506462,1.822944274911587,3,25.0,0.067,0.5442639312721033,3011.894272301483
R000255,U06,B,B-B02,0.0,O01→S013→O01,1511.124271245235,1.8264941955170582,3,25.0,0.067,0.5433764511207355,2969.2717559692933
R000489,U07,C,C-B01,0.0,O01→S002→O01,2046.1173209345932,5.878082001970594,5,59.0,0.12,0.2652397497536757,4471.431196468296
R000637,U08,C,C-B02,0.0,O01→S006→O01,1561.3384316100783,2.5967362481221263,6,59.0,0.156,0.6754079689847342,3097.954498809821
R000262,U06,B,B-B03,1511.124271245235,O01→S014→O01,3380.529919364443,2.139455036916048,3,25.0,0.067,0.46513624077098803,4974.29376869473
R000248,U05,B,B-B04,1555.285086506462,O01→S012→O01,3480.1901873692445,2.7581750126566105,3,25.0,0.067,0.3104562468358474,5342.066026187109
R000438,U08,C,C-B03,1561.3384316100783,O01→S001→O01,3123.2221728053637,2.929430740506568,7,76.0,0.159,0.633821157436679,4749.942998359225
R000660,U07,C,C-B04,2046.1173209345932,O01→S007→O01,3954.2757785633194,3.4140282492727447,5,45.0,0.129,0.5732464688409069,5712.241762741354
R000575,U08,C,C-B02,3123.2221728053637,O01→S004→O01,5429.563161678116,6.183632102881447,6,59.0,0.156,0.22704598713981916,7937.630189541841
R000158,U06,B,B-B01,3380.529919364443,O01→S003→O01,5461.855938183647,2.555978122448744,3,19.0,0.068,0.36100546938781397,7236.1131245781025
R000269,U05,B,B-B02,3480.1901873692445,O01→S015→O01,5310.662219401482,2.3132950875600145,3,25.0,0.067,0.4216762281099964,6979.756757344155
R000516,U07,C,C-B01,4471.431196468296,O01→S003→O01,6842.3252613486975,6.047997322097612,5,62.0,0.143,0.24400033473779847,9313.6578694168
R000215,U05,B,B-B03,5310.662219401482,O01→S008→O01,7217.762102063124,3.1614530213285272,2,28.0,0.054,0.2096367446678682,9254.391744638819
R007361,U08,C,C-B03,5429.563161678116,O01→S001→S002→O01,7934.309889092656,5.302571963047962,8,58.0,0.245,0.3371785046190048,10203.756462418145
R004763,U06,B,B-B04,5461.855938183647,O01→S005→S008→O01,7626.873839758582,2.555684023959683,2,9.0,0.047,0.36107899401007926,9401.003583474445
R000590,U07,C,C-B04,6842.3252613486975,O01→S005→O01,8657.161833453296,4.148164634303663,5,56.0,0.144,0.4814794207120421,10613.956421910538
R000227,U05,B,B-B02,7217.762102063124,O01→S009→O01,8779.395601688533,2.1047274878396594,3,25.0,0.067,0.47381812804008516,10358.110846419053
R000241,U06,B,B-B01,7626.873839758582,O01→S011→O01,8816.924906828994,1.078291014653385,3,25.0,0.067,0.7304272463366537,9950.851013178793
