架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000098,U01,A,A-B01,0.0,O01→S013→O01,1612.9286703553717,2.0273799456795905,2,22.0,0.055,0.5494711231823133,2698.6162102183644
R002453,U02,A,A-B02,0.0,O01→S010→S013→O01,2071.020046420254,2.2896010155969475,3,20.0,0.051000000000000004,0.4911997743117894,3232.460339814928
R071593,U03,A,A-B03,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R071595,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000203,U05,B,B-B01,0.0,O01→S007→O01,1576.8673992791169,1.880687172554274,2,28.0,0.054,0.5298282068614315,3058.498507385969
R000248,U06,B,B-B02,0.0,O01→S012→O01,1924.9051008627825,2.7581750126566105,3,25.0,0.067,0.3104562468358474,3786.780939680647
R000575,U07,C,C-B01,0.0,O01→S004→O01,2306.3409888727515,6.183632102881447,6,59.0,0.156,0.22704598713981916,4814.408016736477
R000637,U08,C,C-B02,0.0,O01→S006→O01,1561.3384316100783,2.5967362481221263,6,59.0,0.156,0.6754079689847342,3097.954498809821
R071594,U03,A,A-B05,1193.0428319099597,O01→S001→O01,2386.0856638199193,1.2243670880422255,1,14.0,0.027,0.7279184248795054,3239.7917114765623
R004168,U05,B,B-B03,1576.8673992791169,O01→S007→S003→O01,3817.635676432687,2.5308484199305328,3,19.0,0.068,0.3672878950173668,5581.003325069251
R000490,U08,C,C-B03,1561.3384316100783,O01→S002→O01,3673.4557525446717,6.188207991148028,6,65.0,0.155,0.22647400110649651,6182.762083480596
R000262,U06,B,B-B04,1924.9051008627825,O01→S014→O01,3794.3107489819904,2.139455036916048,3,25.0,0.067,0.46513624077098803,5388.074598312278
R000438,U07,C,C-B04,2306.3409888727515,O01→S001→O01,3868.224730068037,2.929430740506568,7,76.0,0.159,0.633821157436679,5494.945555621899
R000199,U06,B,B-B01,3794.3107489819904,O01→S007→O01,5371.178148261108,1.55454865891701,2,14.0,0.063,0.6113628352707474,6711.482567125146
R000543,U08,C,C-B02,3673.4557525446717,O01→S003→O01,6110.3498174250735,6.2104506441401695,6,65.0,0.155,0.22369366948247882,8625.680200213035
R000269,U05,B,B-B02,3817.635676432687,O01→S015→O01,5648.107708464924,2.3132950875600145,3,25.0,0.067,0.4216762281099964,7317.202246407597
R000683,U07,C,C-B01,4814.408016736477,O01→S008→O01,7019.37767682325,5.863901265235219,5,45.0,0.129,0.26701234184559763,9440.850936157789
R003841,U06,B,B-B04,5388.074598312278,O01→S009→S002→O01,7420.839291085234,2.5092211579755985,3,19.0,0.068,0.37269471050610037,9174.835126207994
R000228,U05,B,B-B03,5648.107708464924,O01→S010→O01,7083.392794971386,1.5154093883611501,1,8.0,0.028,0.6211476529097124,8406.736863261218
R000606,U08,C,C-B04,6110.3498174250735,O01→S005→O01,7991.186389529672,4.243375238123245,6,59.0,0.156,0.4695780952345944,9973.76718318805
R000280,U07,C,C-B03,7019.37767682325,O01→S001→O01,8449.261418018536,2.1522600937964227,5,36.0,0.15400000000000003,0.7309674882754471,9865.498526755067
R000223,U05,B,B-B01,7083.392794971386,O01→S009→O01,8585.026294596795,2.0083283642048966,2,22.0,0.055,0.49791790894877586,10121.96858575225
R000241,U06,B,B-B02,7420.839291085234,O01→S011→O01,8610.890358155646,1.078291014653385,3,25.0,0.067,0.7304272463366537,9744.816464505446
