架次编号,无人机编号,机型编号,电池编号,开始时刻_s,访问服务区顺序,返回O01时刻_s,架次能耗_kWh,货箱数,载货质量_kg,载货体积_m3,返航SOC,充满时刻_s
R000069,U01,A,A-B01,0.0,O01→S008→O01,2177.7180981594097,3.088998164188617,2,9.0,0.047,0.3135559635136407,3570.095345591677
R000074,U02,A,A-B02,0.0,O01→S009→O01,1692.6029400021396,2.340786267550605,2,22.0,0.055,0.4798252738776434,2868.830083961203
R071593,U03,A,A-B03,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R071594,U04,A,A-B04,0.0,O01→S001→O01,1193.0428319099597,1.2243670880422255,1,14.0,0.027,0.7279184248795054,2046.7488795666027
R000255,U05,B,B-B01,0.0,O01→S013→O01,1511.124271245235,1.8264941955170582,3,25.0,0.067,0.5433764511207355,2969.2717559692933
R000262,U06,B,B-B02,0.0,O01→S014→O01,1869.4056481192079,2.139455036916048,3,25.0,0.067,0.46513624077098803,3463.1694974494953
R000636,U07,C,C-B01,0.0,O01→S006→O01,1495.3384316100783,2.4851353864816987,5,53.0,0.121,0.6893580766897877,3001.7292654488715
R000660,U08,C,C-B02,0.0,O01→S007→O01,1908.158457628726,3.4140282492727447,5,45.0,0.129,0.5732464688409069,3666.124441806761
R000438,U07,C,C-B03,1495.3384316100783,O01→S001→O01,3057.2221728053637,2.929430740506568,7,76.0,0.159,0.633821157436679,4683.942998359225
R000234,U05,B,B-B03,1511.124271245235,O01→S010→O01,3066.409357751697,1.822944274911587,3,25.0,0.067,0.5442639312721033,4523.018543546717
R000248,U06,B,B-B04,1869.4056481192079,O01→S012→O01,3794.3107489819904,2.7581750126566105,3,25.0,0.067,0.3104562468358474,5656.186587799855
R000490,U08,C,C-B04,1908.158457628726,O01→S002→O01,4020.2757785633194,6.188207991148028,6,65.0,0.155,0.22647400110649651,6529.582109499243
R000575,U07,C,C-B01,3057.2221728053637,O01→S004→O01,5363.563161678116,6.183632102881447,6,59.0,0.156,0.22704598713981916,7871.630189541841
R000269,U05,B,B-B01,3066.409357751697,O01→S015→O01,4896.881389783934,2.3132950875600145,3,25.0,0.067,0.4216762281099964,6565.975927726607
R005161,U06,B,B-B02,3794.3107489819904,O01→S008→S006→O01,6243.183350396752,3.1675612510322617,2,14.0,0.063,0.20810968724193457,8282.459892510731
R000543,U08,C,C-B02,4020.2757785633194,O01→S003→O01,6457.169843443721,6.2104506441401695,6,65.0,0.155,0.22369366948247882,8972.500226231685
R071595,U01,A,A-B01,3570.095345591677,O01→S001→O01,4763.138177501636,1.2243670880422255,1,14.0,0.027,0.7279184248795054,5616.844225158279
R000215,U05,B,B-B03,4896.881389783934,O01→S008→O01,6803.981272445576,3.1614530213285272,2,28.0,0.054,0.2096367446678682,8840.61091502127
R012646,U07,C,C-B03,5363.563161678116,O01→S001→S003→O01,8351.525358241703,6.2729650697129795,7,52.0,0.21000000000000002,0.21587936628587756,10883.786731288968
R003841,U06,B,B-B04,6243.183350396752,O01→S009→S002→O01,8275.948043169708,2.5092211579755985,3,19.0,0.068,0.37269471050610037,10029.943878292468
R000606,U08,C,C-B04,6529.582109499243,O01→S005→O01,8410.418681603842,4.243375238123245,6,59.0,0.156,0.4695780952345944,10392.99947526222
R000241,U05,B,B-B01,6803.981272445576,O01→S011→O01,7994.0323395159885,1.078291014653385,3,25.0,0.067,0.7304272463366537,9127.958445865788
