货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S001-MED-01,R000010,S001,医疗物资,是,909.6447492883132,3600.0,3600,0.0,24
S001-MED-02,R000010,S001,医疗物资,否,909.6447492883132,3600.0,3600,0.0,24
S001-WAT-06,R071593,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S001-WAT-07,R071594,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S001-WAT-08,R071595,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S014-FOD-01,R000262,S014,应急食品,否,1242.2594907262705,,7200,0.0,10
S014-MED-01,R000262,S014,医疗物资,是,1242.2594907262705,3600.0,7200,0.0,22
S014-WAT-01,R000262,S014,饮用水,是,1242.2594907262705,3600.0,3600,0.0,12
S006-MED-01,R000634,S006,医疗物资,是,1077.314215805039,3600.0,3600,0.0,24
S006-WAT-01,R000634,S006,饮用水,是,1077.314215805039,3600.0,3600,0.0,12
S006-WAT-02,R000634,S006,饮用水,否,1077.314215805039,,3600,0.0,12
S006-WAT-03,R000634,S006,饮用水,否,1077.314215805039,,3600,0.0,12
S007-FOD-01,R000660,S007,应急食品,否,1348.039228814363,,7200,0.0,10
S007-HYG-01,R000660,S007,生活卫生用品,否,1348.039228814363,,10800,0.0,8
S007-MED-01,R000660,S007,医疗物资,是,1348.039228814363,3600.0,3600,0.0,24
S007-WAT-01,R000660,S007,饮用水,是,1348.039228814363,3600.0,3600,0.0,12
S007-WAT-02,R000660,S007,饮用水,否,1348.039228814363,,3600,0.0,12
S013-FOD-01,R000255,S013,应急食品,否,1063.0954689559508,,7200,0.0,10
S013-MED-01,R000255,S013,医疗物资,是,1063.0954689559508,3600.0,3600,0.0,24
S013-WAT-01,R000255,S013,饮用水,是,1063.0954689559508,3600.0,3600,0.0,12
S001-WAT-01,R000326,S001,饮用水,是,2546.465302207721,3600.0,3600,0.0,12
S001-WAT-02,R000326,S001,饮用水,否,2546.465302207721,,3600,0.0,12
S001-WAT-03,R000326,S001,饮用水,否,2546.465302207721,,3600,0.0,12
S001-WAT-04,R000326,S001,饮用水,否,2546.465302207721,,3600,0.0,12
S001-WAT-05,R000326,S001,饮用水,否,2546.465302207721,,3600,0.0,12
S012-FOD-01,R000248,S012,应急食品,否,2783.5068216766263,,7200,0.0,10
S012-MED-01,R000248,S012,医疗物资,是,2783.5068216766263,3600.0,7200,0.0,22
S012-WAT-01,R000248,S012,饮用水,是,2783.5068216766263,3600.0,3600,0.0,12
S010-FOD-01,R000234,S010,应急食品,否,2954.5848580391057,,7200,0.0,10
S010-MED-01,R000234,S010,医疗物资,是,2954.5848580391057,3600.0,3600,0.0,24
S010-WAT-01,R000234,S010,饮用水,是,2954.5848580391057,3600.0,3600,0.0,12
S002-HYG-01,R000490,S002,生活卫生用品,否,3397.6271180960225,,10800,0.0,8
S002-MED-01,R000490,S002,医疗物资,是,3397.6271180960225,3600.0,3600,0.0,24
S002-WAT-01,R000490,S002,饮用水,是,3397.6271180960225,3600.0,3600,0.0,12
S002-WAT-02,R000490,S002,饮用水,否,3397.6271180960225,,3600,0.0,12
S002-WAT-03,R000490,S002,饮用水,否,3397.6271180960225,,3600,0.0,12
S002-WAT-04,R000490,S002,饮用水,否,3397.6271180960225,,3600,0.0,12
S008-FOD-01,R000683,S008,应急食品,否,4403.520143230992,,10800,0.0,8
S008-HYG-01,R000683,S008,生活卫生用品,否,4403.520143230992,,14400,0.0,6
S008-MED-01,R000683,S008,医疗物资,是,4403.520143230992,7200.0,7200,0.0,20
S008-WAT-01,R000683,S008,饮用水,是,4403.520143230992,7200.0,7200,0.0,10
S008-WAT-02,R000683,S008,饮用水,否,4403.520143230992,,7200,0.0,10
S009-FOD-01,R000223,S009,应急食品,否,4457.0974844383745,,14400,0.0,6
S009-WAT-01,R000223,S009,饮用水,是,4457.0974844383745,10800.0,10800,0.0,8
S015-FOD-01,R000269,S015,应急食品,否,4681.845513465614,,14400,0.0,6
S015-MED-01,R000269,S015,医疗物资,是,4681.845513465614,7200.0,7200,0.0,18
S015-WAT-01,R000269,S015,饮用水,是,4681.845513465614,10800.0,10800,0.0,8
S004-FOD-01,R000575,S004,应急食品,否,5606.416272999695,,10800,0.0,8
