货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S005-MED-01,R001718,S005,医疗物资,是,1101.1306761688895,10800.0,10800,0.0,16
S008-FOD-01,R001718,S008,应急食品,否,1631.0136394734366,,10800,0.0,8
S001-WAT-06,R071593,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S001-WAT-07,R071594,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S001-WAT-08,R071595,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S010-FOD-01,R000234,S010,应急食品,否,1085.1792099198976,,7200,0.0,10
S010-MED-01,R000234,S010,医疗物资,是,1085.1792099198976,3600.0,3600,0.0,24
S010-WAT-01,R000234,S010,饮用水,是,1085.1792099198976,3600.0,3600,0.0,12
S013-FOD-01,R000255,S013,应急食品,否,1063.0954689559508,,7200,0.0,10
S013-MED-01,R000255,S013,医疗物资,是,1063.0954689559508,3600.0,3600,0.0,24
S013-WAT-01,R000255,S013,饮用水,是,1063.0954689559508,3600.0,3600,0.0,12
S002-MED-01,R000489,S002,医疗物资,是,1423.4686604672966,3600.0,3600,0.0,24
S002-WAT-01,R000489,S002,饮用水,是,1423.4686604672966,3600.0,3600,0.0,12
S002-WAT-02,R000489,S002,饮用水,否,1423.4686604672966,,3600,0.0,12
S002-WAT-03,R000489,S002,饮用水,否,1423.4686604672966,,3600,0.0,12
S002-WAT-04,R000489,S002,饮用水,否,1423.4686604672966,,3600,0.0,12
S006-FOD-01,R000637,S006,应急食品,否,1209.314215805039,,7200,0.0,10
S006-HYG-01,R000637,S006,生活卫生用品,否,1209.314215805039,,10800,0.0,8
S006-MED-01,R000637,S006,医疗物资,是,1209.314215805039,3600.0,3600,0.0,24
S006-WAT-01,R000637,S006,饮用水,是,1209.314215805039,3600.0,3600,0.0,12
S006-WAT-02,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S006-WAT-03,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S014-FOD-01,R000262,S014,应急食品,否,2753.3837619715055,,7200,0.0,10
S014-MED-01,R000262,S014,医疗物资,是,2753.3837619715055,3600.0,7200,0.0,22
S014-WAT-01,R000262,S014,饮用水,是,2753.3837619715055,3600.0,3600,0.0,12
S012-FOD-01,R000248,S012,应急食品,否,2827.6676369378533,,7200,0.0,10
S012-MED-01,R000248,S012,医疗物资,是,2827.6676369378533,3600.0,7200,0.0,22
S012-WAT-01,R000248,S012,饮用水,是,2827.6676369378533,3600.0,3600,0.0,12
S001-MED-01,R000438,S001,医疗物资,是,2810.465302207721,3600.0,3600,0.0,24
