货箱编号,架次编号,服务区编号,物资类型,是否首批保障,交付完成时刻_s,硬截止时刻_s,期望送达时刻_s,相对期望延误_s,应急优先系数
S003-FOD-01,R000025,S003,应急食品,否,1409.789669761677,,10800,0.0,8
S003-FOD-02,R000025,S003,应急食品,否,1409.789669761677,,10800,0.0,8
S009-FOD-01,R000074,S009,应急食品,否,1127.8914700010698,,14400,0.0,6
S009-WAT-01,R000074,S009,饮用水,是,1127.8914700010698,10800.0,10800,0.0,8
S011-FOD-01,R000086,S011,应急食品,否,894.2172617676404,,14400,0.0,6
S011-WAT-01,R000086,S011,饮用水,是,894.2172617676404,10800.0,10800,0.0,8
S001-WAT-07,R071594,S001,饮用水,否,849.6447492883132,,3600,0.0,12
S012-FOD-01,R000248,S012,应急食品,否,1272.3825504313913,,7200,0.0,10
S012-MED-01,R000248,S012,医疗物资,是,1272.3825504313913,3600.0,7200,0.0,22
S012-WAT-01,R000248,S012,饮用水,是,1272.3825504313913,3600.0,3600,0.0,12
S013-FOD-01,R000255,S013,应急食品,否,1063.0954689559508,,7200,0.0,10
S013-MED-01,R000255,S013,医疗物资,是,1063.0954689559508,3600.0,3600,0.0,24
S013-WAT-01,R000255,S013,饮用水,是,1063.0954689559508,3600.0,3600,0.0,12
S006-FOD-01,R000637,S006,应急食品,否,1209.314215805039,,7200,0.0,10
S006-HYG-01,R000637,S006,生活卫生用品,否,1209.314215805039,,10800,0.0,8
S006-MED-01,R000637,S006,医疗物资,是,1209.314215805039,3600.0,3600,0.0,24
S006-WAT-01,R000637,S006,饮用水,是,1209.314215805039,3600.0,3600,0.0,12
S006-WAT-02,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S006-WAT-03,R000637,S006,饮用水,否,1209.314215805039,,3600,0.0,12
S007-FOD-01,R000660,S007,应急食品,否,1348.039228814363,,7200,0.0,10
S007-HYG-01,R000660,S007,生活卫生用品,否,1348.039228814363,,10800,0.0,8
S007-MED-01,R000660,S007,医疗物资,是,1348.039228814363,3600.0,3600,0.0,24
S007-WAT-01,R000660,S007,饮用水,是,1348.039228814363,3600.0,3600,0.0,12
S007-WAT-02,R000660,S007,饮用水,否,1348.039228814363,,3600,0.0,12
S001-WAT-08,R071595,S001,饮用水,否,2042.6875811982727,,3600,0.0,12
S010-FOD-01,R000234,S010,应急食品,否,2596.3034811651323,,7200,0.0,10
S010-MED-01,R000234,S010,医疗物资,是,2596.3034811651323,3600.0,3600,0.0,24
S010-WAT-01,R000234,S010,饮用水,是,2596.3034811651323,3600.0,3600,0.0,12
S002-HYG-01,R000490,S002,生活卫生用品,否,3050.807092077375,,10800,0.0,8
S002-MED-01,R000490,S002,医疗物资,是,3050.807092077375,3600.0,3600,0.0,24
S002-WAT-01,R000490,S002,饮用水,是,3050.807092077375,3600.0,3600,0.0,12
S002-WAT-02,R000490,S002,饮用水,否,3050.807092077375,,3600,0.0,12
S002-WAT-03,R000490,S002,饮用水,否,3050.807092077375,,3600,0.0,12
S002-WAT-04,R000490,S002,饮用水,否,3050.807092077375,,3600,0.0,12
S005-FOD-01,R001706,S005,应急食品,否,2325.191866370837,,14400,0.0,6
S008-FOD-01,R001706,S008,应急食品,否,2855.074829675384,,10800,0.0,8
S001-MED-01,R000438,S001,医疗物资,是,3157.2853282263686,3600.0,3600,0.0,24
S001-MED-02,R000438,S001,医疗物资,否,3157.2853282263686,3600.0,3600,0.0,24
S001-WAT-01,R000438,S001,饮用水,是,3157.2853282263686,3600.0,3600,0.0,12
S001-WAT-02,R000438,S001,饮用水,否,3157.2853282263686,,3600,0.0,12
S001-WAT-03,R000438,S001,饮用水,否,3157.2853282263686,,3600,0.0,12
S001-WAT-04,R000438,S001,饮用水,否,3157.2853282263686,,3600,0.0,12
S001-WAT-05,R000438,S001,饮用水,否,3157.2853282263686,,3600,0.0,12
S014-FOD-01,R000262,S014,应急食品,否,3167.164591589053,,7200,0.0,10
S014-MED-01,R000262,S014,医疗物资,是,3167.164591589053,3600.0,7200,0.0,22
S014-WAT-01,R000262,S014,饮用水,是,3167.164591589053,3600.0,3600,0.0,12
S008-HYG-01,R005826,S008,生活卫生用品,否,4604.31443778302,,14400,0.0,6
S008-MED-01,R005826,S008,医疗物资,是,4604.31443778302,7200.0,7200,0.0,20
S011-MED-01,R005826,S011,医疗物资,是,3913.6215579535697,10800.0,10800,0.0,16
S005-HYG-01,R000604,S005,生活卫生用品,否,4779.09548487631,,18000,0.0,4
S005-MED-01,R000604,S005,医疗物资,是,4779.09548487631,10800.0,10800,0.0,16
S005-WAT-01,R000604,S005,饮用水,是,4779.09548487631,10800.0,10800,0.0,8
